actor,country,description,genre,language,link_image,original_title,public,score,time,title,trailer_page_url,trailer_video,year
"Marlene Dietrich,Charles Laughton,Tyrone Power",United States,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"Crime,Drama,Mystery","English,German","https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg",Сведок оптужбе,Approved,8.4,116,Witness for the Prosecution,https://www.imdb.com/video/vi421183001/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi421183001/1434659607842-pgv4ql-1593515498091.mp4?Expires=1682016281&Signature=GAgh1SKRDRl6fUnIIQ5GV64Kau4VR-ylbpNTVPebqTR5FTxAJcAMsPdYwEz4ITMoLeGJ0hcAVwkRot7YEoBC7LYucLhebP~ehRvyJEflpavdU4QubWcQUozYY6jGa8OWYzVnxlQH9V51DfxT5-zCz~x6JrCONKFJIGI9ieANkE~DDuGLZgfQqRz8GhVkxducwQZkJMLIFkRe7CS39c41W1nZINYFl0tYnjAelS0ImZJ0cyqAdKEUOSIobOkEukBSvEg~zA~G1cdVSff2FUw8otghsy5MxAZgy17VZV61bsAghn-5ofbBh5CBRqSDCAO1ofOhxWxfprDBcEPOjHVKMg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1957
"Mark Ruffalo,Robert Downey Jr.,Chris Hemsworth",United States,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Action,Adventure,Sci-Fi",English,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Mary Lou,PG-13,8.4,149,Avengers: Infinity War,https://www.imdb.com/video/vi528070681/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi528070681/1434659607842-pgv4ql-1523121356094.mp4?Expires=1682016277&Signature=Gx47eemf4cUY66I9jhO5mXmyGZv57hEPZDPDXz7RNbRQ6NC~Pw8XaXxUiRgXXQMAD6LG4r-k3HPguklxeISyC1mTTocQEjkOMAZlcfh7F0Qe7ZoL8SbPtDDZLBAaTolpTH7uSufvRff-jRs8WAU9I8M1d-PI6WxlAxDiTSQQAQ7SqEb41citYAmqyC8drtHdqZX3PQh04SESogP9adBJZwAkS70MdS5tND3AVgX4amnHcSV87FQp0Hm1YdA8c0zkoyZ2oOU19-aQat3Qs6Da77zVqRr1xw-WectoF220ZACL8tUVYNjyde4tccmrMqMwjfa1FwdzrRki1bPvOZXMog__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2018
"François Cluzet,Omar Sy,Anne Le Ny",France,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Biography,Comedy,Drama","French,English","https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Những Kẻ Bên Lề,R,8.5,112,The Intouchables,https://www.imdb.com/video/vi59285529/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi59285529/1434659607842-pgv4ql-1616202345202.mp4?Expires=1682016295&Signature=dclqvuJ5OEglXA~Zy5KngUeFBVZkBUOoZp-fsVa8la-G~n-UtR-Daj1PCK1wtSU8CG1Adl1LMsBUfz503cgcJnIHJK~IVTAuhoACgYuFNFRIe5Yo9CNLC~SnYRTCenxAfvUuh0mYFWGCa7kjZQBNArHWzfx9qtd0p09YedYnyh9KavbK2ApqCEiKJqFH8lVQLfqpIIpQ3c5CfX-gSs2CA8c51m1dFhssYe692apfi~r6SBZdlMNkAnV8e-1GWEspo~qY-ozfZx2R0HKxVp7QXD1HGV7gPnPGKeRMaSIveW7L6mdILpug81EgA5l-uEUeQ6NU~a7LpfFHR9y4I5uZIw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2011
"Jack Oakie,Paulette Goddard,Charles Chaplin",United States,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"Comedy,Drama,War","English,Esperanto,Latin","https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR0,0,190,281_.jpg",The Dictator,G,8.4,125,The Great Dictator,https://www.imdb.com/video/vi3851590681/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3851590681/1434659607842-pgv4ql-1563753017363.mp4?Expires=1682016279&Signature=mqNonqTjue8VdB3fDnC9KskuTtOGHsmBQ~5gQeHCUcjdx~Ht~9mrLgkirYjmYoG~VE3mE6WUf6Hp66oJM5HsPWk5RPe2Ahtw893tYIzKzTw5YqdPUGwihooblk5vBFlz4U20MelukPxH19APotIUFeUwzGnQT~nm~1uUJ6FBpyinsD65~V1T24FxKN5uydjLK9b5osCtGTV~H56XiawZTCkOYw9IyLNvWN99wa0eJvkWGa36tZvW-lELn0tUmRh8FyVeBtvrLtR7v-8wYTzMFKzlyBTRlg9RPxwHtPGtjNjiAKNVoSInOmEMySiNRQ09EYIQNbkFbxHnp3-k1YQhnA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1940
"Harrison Ford,Karen Allen,Paul Freeman",United States,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.","Action,Adventure","English,German,Hebrew,Spanish,Arabic,Nepali","https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",Indiana Jones and the Raiders of the Lost Ark,PG,8.4,115,Raiders of the Lost Ark,https://www.imdb.com/video/vi3747396377/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3747396377/1434659607842-pgv4ql-1536964032506.mp4?Expires=1682016284&Signature=gLoLB5rsDWOmakD1klhE4GL73tQDt81tZ67Tvkg2p1mnMoG9BU0tW2ojQ7IUbbHFe6-4oMiF6oaXST6Yey5dvVasfTB6SlVbv0RGxjAKtRQlvKMfQZISNtgHw1SNJq6ywTVkKx-a7qUveBbb6gRSNVb2xbqTh~e3Sjh4aJ6-yr6v8h7MXbQ47yW2TtU48o0t~ALtokkHF6DV4Zy7FnmhIKoxYisYigPn9Xgmf2XY-5YwXPQTWIENt5grTJ29FldF8qcQ4DI3ijbXidJgyZuaE8RVGtzBRJ~st~WcRB4tJU6Z5w1PBIOzb~rSkqKxVhJX67Dpfqek8M5VZpvIUggPpg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1981
"Elissa Knight,Jeff Garlin,Ben Burtt","United States,Japan","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","Animation,Adventure,Family","English,Hindi","https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Wall-E,G,8.4,98,WALL·E,https://www.imdb.com/video/vi2192703769/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2192703769/1434659607842-pgv4ql-1616203103302.mp4?Expires=1682016286&Signature=tR7eUwHyYhKS7HrTC3hzhSLwU0XPhoDbSEBKDBkHNrsc7J3G4utOQa1WNTSWaf8SBjgo-NmYbgmHCcldz0g-LaMQchz1ZRWQ-H3X5j476Uqq2v9mcM7Im-hnm8pM48BnAZL6DaLxPvi0OZLwEeZt7kPMy7rUh6aNl9M4o5zvWHwWEK7cuZDjrA9nmfdYXNkQ9hh4RsoaN1JY2an-mpEPSyUARvggO7EaSBcb6pPA6FwD0FYCzBhDdVMR11oVgS2usMLKdR1DLf~OGY8jgsI9YruqFDzB3lq-tTSpxT3mqC8iOjKJFQvIyTGexMGTFryWI9iaL3q-StfwF8nLkW15QQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2008
"Robert Duvall,Marlon Brando,Martin Sheen",United States,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"Drama,Mystery,War","English,French,Vietnamese","https://m.media-amazon.com/images/M/MV5BMDdhODg0MjYtYzBiOS00ZmI5LWEwZGYtZDEyNDU4MmQyNzFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg",Apocalypse Now: Final Cut,R,8.5,147,Apocalypse Now,https://www.imdb.com/video/vi3543773721/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3543773721/1434659607842-pgv4ql-1564496837882.mp4?Expires=1682016290&Signature=XmhuuauSKo9XWep4kzlkXgutJPuTzFS6LAaefRXP4OtcnyaYYazA2eYocJwQIOdebJARwj7inij-zvMLTyn4LKbkqNMJ8oHc3-krDWrbNFoMoxgyhkf-xDsVlj-FV0lRU0prMGznNwya~BeZ4XObLewSAH9n43hyu5kF39a71DviMh1BBl4KqTOCcTzqFPfudX7L6AIONcnFTP4rL6msUl8qsFleUJ1rXpz2jNchyJ5U9Nly6wiGtAtZf-9fBs9q5tQd8d4O74y2GCspgDN71Cd1qnTjzw-JYzMS3RBJWUA3TDJqPETCktrZrdBMe5hlOqfpRKmuYlqT-M8GR3o3jg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1979
"Joe Pantoliano,Carrie-Anne Moss,Guy Pearce",United States,A man with short-term memory loss attempts to track down his wife's murderer.,"Mystery,Thriller",English,"https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR1,0,190,281_.jpg",Kẻ Mất Trí Nhớ,R,8.4,113,Memento,https://www.imdb.com/video/vi3220356889/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3220356889/1434659607842-pgv4ql-1570813812356.mp4?Expires=1682016291&Signature=dHN53UTTItCI-gDp7c~sJQYM4O9mu9JAmGlKNdEikYGYmN~b6ic~WlQfxUz0lEIsrkefOPLFDb4rj~zRC4FoiHdPYGnGkX29rz1YCI3eMBG5PyE4nFWJOTvMjIN8SWlaGdAHEQ96kt4wzyQJL8zjQlyyqQivFvKU0Lkwl5TnFn0KDvE~7-HEfqhDxQqaIywQ5ibFeawleQ4HAZ9Z982HpdZ1ZuUhS7BXBlt~elE63J~D--e6qE0hrHaHVyo6Vyr~iMkvcjs6lKvZGI7WOw3qS-ro7hu-2tp6nxglwRKCzKBG3I8oaj55cP8bRoCqp59V6WXfdOxlsdVZzlrAA5B~2w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2000
"Christoph Waltz,Jamie Foxx,Leonardo DiCaprio",United States,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.","Drama,Western","English,German,French,Italian","https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Hành Trình Của Django,R,8.4,165,Django Unchained,https://www.imdb.com/video/vi2291574553/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2291574553/1434659607842-pgv4ql-1616202424410.mp4?Expires=1682016293&Signature=maN7KHAEAJg2Eg7NMLFt1YO39cf3-DPTefNvXTPbJzcfUiSN2KlZp1IgSQ7WY3qpRtLfTlExx7mRIET~gzROAzqBCnQ9tKPkRxKgdd5Vlb4SWpydW6tz1cXMvFq3qHqHHYR6agXzu~jaoMPveFaCRnZRBEFcqLZ9XUTy9v~Gn7c6JoqqbfjEai7l3CIRPK4q~DzYzsW9rTnPqCpljwDgUVp-4Hf8BoUkdRZNpfuYrl1nfghsSU80AbQVX1r2WJeiBfzWZwYQPrvyUfXWHgzq2ryHIvR3WZkkZsZTRluSUd8hXijwm7Ex~Oty1b5VAX1eycYHTwklIt7j399TIC2tPw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2012
"Al Pacino,Marlon Brando,James Caan",United States,The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.,"Crime,Drama","English,Italian,Latin","https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR4,0,190,281_.jpg",Mario Puzo's The Godfather,R,9.2,175,The Godfather,https://www.imdb.com/video/vi1348706585/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1348706585/1434659607842-pgv4ql-1616202346191.mp4?Expires=1682015719&Signature=fHsOALhmink8r3tTNGvdtxDSpUEBpDXYJ~7odi9HGrFXXev2hZtruSO0Pk6Rtk2iWIaCprN5dL8oltYHPcV1xjPhsCGx4gkazfUkeniVM99R8DLFRgl-v9Uq8FRW~RRVwax25HlJfS4Hph4t8mrq-S0YlOFzyJVjF4N0ZoiVLAdWp2i4U729NfeB36YmtQsmSQKuimh5PLXHSidCRWvw2V3S7ymnli0-h7C2JDhwiocdr~CjyRYPad8Z4od~1eYSs-v-YHqUP8vGGMxpk6-8fLofM3qHl8Sc~tuP0oxaWxog2K6tA2IHqXlkZpn8BiTi1hEjBFGsnReS2o-e3QG3WQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1972
"Tim Robbins,Bob Gunton,Morgan Freeman",United States,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.",Drama,English,"https://m.media-amazon.com/images/M/MV5BNDE3ODcxYzMtY2YzZC00NmNlLWJiNDMtZDViZWM2MzIxZDYwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UX190_CR0,2,190,281_.jpg",Rita Hayworth and Shawshank Redemption,R,9.3,142,The Shawshank Redemption,https://www.imdb.com/video/vi3877612057/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3877612057/1434659607842-pgv4ql-1616202333253.mp4?Expires=1682016061&Signature=pzMaRxrWoViz2cI7-uv0HgGgJLaV7NTdUq2W19m4tbNVzXijGjaLrgrkSA83vqBulL52pGArSCYXGyOqctZxRTRhAuiGqhgWOs2JEFu2znloImRZ4c8WQ1lCOb~4x3~0Xnzx2bSOaAX0j7OxSi7jjLAFz5~vJuvuizkbaDSLp2lC-9ovm~WnatwzRzbrs7npWEABTmMTDFFOK24ejx4bIrgkURI6YwIgol~rhEddILob2z-DhJLOjmpWpiIqIC7f5CMwt-eDZSAtC-EZ4IJGtvllEaWBGFbr2ChzsRdPpySd2bvlMohTdro2vX2zFdgUy~mAJTpLU6FEBduBBhpNUg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1994
"James Stewart,Grace Kelly,Wendell Corey",United States,"A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism o...","Mystery,Thriller",English,"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",Alfred Hitchcock's Rear Window,PG,8.5,112,Rear Window,https://www.imdb.com/video/vi1947451929/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1947451929/1434659607842-pgv4ql-1658944626382.mp4?Expires=1682016294&Signature=ToQ~7PgjdtzZX3Fm8-jrZcIROhNCHe8ZTlqvuhoeGlDCw3VF0C3p7w6eqReYeJwGwjED6NiC6RQQOXSzyazuZiq4JnWBwTCdhy6rmKC8s8yUCnrUKdh2TQ5jVCF5XRlZJCx3R0CrO58cZb~FD9nf5~sHqNFssE3RYHRQd-4gFvwx9VY~uwQz-7os264iFvJthS2tOS~ah~QgYiTmnRGiM1gYP4ffBbqGXdRTvm9lgmtMohiH2KSrKsByqr92ytI~freIN6FbpP-P43GtTwoJ8unM0BcSEFBNjN1VGdik1Ax-x-wkXW6evwojra446Qwy1p2l5YGpWnDjJy8r1ezC9g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1954
"Sigourney Weaver,Tom Skerritt,John Hurt","United Kingdom,United States",The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,"Horror,Sci-Fi",English,"https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Alien: The Director's Cut,R,8.5,117,Alien,https://www.imdb.com/video/vi1497801241/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1497801241/1434659607842-pgv4ql-1616202526026.mp4?Expires=1682016288&Signature=gRPI~qj7-AihLbr1zGS0SVpFoM~SQ2yuQ7ca2WLHchqzC6uHhxWzlWD8FBJfxdDvqsYDiSeizpLpaTAV7PtACBY7KeegtJL7aDp8tPeFbeXe3oHAFty5SUaXAijkl3jsE1G~0axZFToqNrEyerMiVtMqJLOPi3CNVn1KFps5cT6g0BB2MLPE3Qj7XGN5u3KbZ61o-J8w2em6rRWIp0VG3dM7-MWDAC32enozN97jk~0jKPu1HeRKiRaSSNWEIBhX50f1I92Ctf2u0AlfupsU8IzHR3L9jjSPR-qg4b1lJHqs8w8blqNSxTWzOVWcTu8d92t0MSSD-6ABkpmH2yRYSw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1979
"Antonella Attili,Enzo Cannavale,Philippe Noiret","Italy,France",A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,"Drama,Romance",Italian,"https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_QL75_UX190_CR0,0,190,281_.jpg",Cinema Paradiso: The New Version,PG,8.5,155,Cinema Paradiso,https://www.imdb.com/video/vi2800655897/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2800655897/1434659607842-pgv4ql-1563887365515.mp4?Expires=1682016298&Signature=I-4pO88rigpH~SHw1tzLs-exFG1gqTnwFfgBYl9vuKB2YvGa3-rkzMMl-ZFyZwiuTdo-yzsK5DTfXUDnqJV~JWgG0u9BawVm~M6RDDlsLj9Ie2aWpGfZGRKJJ1nu96-dNJ-OFFQf0AequyapfRewn2oIbeuhz-mCMbeL5alA6SxyeLl3BoK1ZGusZ7~Dkjqe6k~tJYgtzVsNCFxC5M2l76mVRz4uS1Nbl7~US3mjorkvsEN3U58p961BONOb82CPqPNJlc2IlhbCbXPUa5IWWoFMOn7dJj~Zo2~evwOqZlh6dvzVSarkOGiNWFswd3jhXHkLD5Z1GcrFRmwG3SLXTQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1988
"Tsutomu Tatsumi,Ayano Shiraishi,Akemi Yamaguchi",Japan,A young boy and his little sister struggle to survive in Japan during World War II.,"Animation,Drama,War",Japanese,"https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",La tumba de las luciérnagas,Not Rated,8.5,89,Grave of the Fireflies,https://www.imdb.com/video/vi1377679385/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1377679385/1434659607842-pgv4ql-1563669166430.mp4?Expires=1682016299&Signature=tJwjqadNpSNxLGheyZni~hHaKI1EWkrp44PwYhcL~-safoJQMq8F3X2EQJaAeOcmWgOUCqJcZxHUQsOafSjTyzovzgB60bpWYH7y09R-0TkNtve~N3~mFIUsRYSYuDguD0sFnm3QrzF0M7sEfoNnTkdgIZRYiOWrFDnVbiBedg3Tn8H5qKsfDBC4v8r3RRYDMADnN14SiY2X-bQsgrTOK8zQAhYDJP~xkFa8g5Jx36VkhfDHXtV0sta4jwaV9BICMmcB5cpB0VgQ1gbqQnkKLvVT~-Zga1Kkwpi4lqJ-SG02noVQIDjhzlTXjFaZVSIzbW5BKmjrlGRBC~4v7CrPkw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1988
"Scarlett Johansson,Christian Bale,Hugh Jackman","United Kingdom,United States","After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","Drama,Mystery,Sci-Fi",English,"https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_QL75_UX190_CR0,0,190,281_.jpg",Ảo Thuật Gia Đấu Trí,PG-13,8.5,130,The Prestige,https://www.imdb.com/video/vi2885334553/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2885334553/1434659607842-pgv4ql-1477505989007.mp4?Expires=1682015827&Signature=WIcZHZET1IO-E0EeRq~ASnnzTi49gnEqnh2XeqkaQAY8CldH138Uw58VQwwGBsErEmJNiKEa445LxTDVvLt-Jnyi-g0Ih97-uWFY-AiTFxA-BZlrafu8ve5lzcF6-l4Z7KTEKeBSMDwH5YKwEjaKwNAVbGbTKmn1wBHvpxosqJIpSfd5pIfV-RytFt7~2KfhM0tqhZTOThfOfR61y7~xrOiR0AyqxhPZH8eyEDYek25LevcsmKNQgtnckD4chuE4KbspUJQThvfmT1sOpUnFrUoFgyKMZ9JOBFgSVsk~kpel02T3dKKulF7pONvb8wwq6ZzsmnayyvwwH1pWx3pFKw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2006
"Kevin Spacey,Chazz Palminteri,Gabriel Byrne","United States,Germany","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.","Crime,Drama,Mystery","English,Hungarian,Spanish,French","https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,1,190,281_.jpg",Nghi Phạm Vô Hình,R,8.5,106,The Usual Suspects,https://www.imdb.com/video/vi2717188377/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2717188377/1434659607842-pgv4ql-1564025456200.mp4?Expires=1682016302&Signature=OyohviSUPvNaroqHI~RiAReiEXc50bs-~DUJvM9IcMFB2J2XORXqNJaTzUR9CJ2cRzfn-Sl6XZrvXzrLirJdBEt4vMkUznjCjwyU7CYVvmB5cwtp-8Dod-Q78TvY2oNsQypVl0ORKFDWyq3wAGI69LV~ZNCJr1JBlAtQJLH9V7YWPVsL8z2xpwKTuqin2O8eCgVUFlZQrSMebe3RhJTOIjNDs8GuLP9XaPS-e9JTJFlu3TsF1J~fcy~qRLaeng~s-fsy9vMDhhHJgYJPlb31QaltpZUipo2~nBKWt2JieiEtSI6zoagKwecs5VhN3R6asu9JHDBqE-5eo4R-W3hzaQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1995
"Ingrid Bergman,Paul Henreid,Humphrey Bogart",United States,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"Drama,Romance,War","English,French,German,Italian","https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UX190_CR0,3,190,281_.jpg",Everybody Comes to Rick's,PG,8.5,102,Casablanca,https://www.imdb.com/video/vi6095897/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi6095897/1434659607842-pgv4ql-1616202585787.mp4?Expires=1682016303&Signature=BLr~3Lc6cAsbWfO2O0ThPbI2tUSM5Uaju83W~3Cd9URrUNttkVn03e~wKcln~GKQVdOgk0NYBBQL0Z8zCKuOJXmmC1MlYNPcoext-gu~ysneaORh3d8bFu1NvAq~4Cce-qkz7Aym6CK4Lc-TACB0ni0MjLGq47CS7zOhDjoNo~PapWVln2gvGtVS17d6tEh5Lr09Sv3EG9dlmbVbXCX1bc51kRy2uzAm9wEUcMNuYCpmTxkZuXGfQfdTTnSx29~70HmUvmBi4mSajr6~9DMYuBnlNmy2ybB925hD9R1WLMM8J44gvR6XtpWtNiuNO1MOJCgZRt3Y~ex39At6IpVXGQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1942
"Miles Teller,J.K. Simmons,Melissa Benoist",United States,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"Drama,Music",English,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Tay Trống Cự Phách,R,8.5,106,Whiplash,https://www.imdb.com/video/vi4006456345/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi4006456345/1434659607842-pgv4ql-1616202354600.mp4?Expires=1682016305&Signature=AVNcHsUQANaHuDTsg0f36QEoxTZCDqHWx3F1-pmgW~qY81RNGoAa4O~aIKj1Yr5LjiKTU7ZiYhPkkPAoEyUPVsZHkKxsG293KzD0NwwMZSZGgwMqusQZN3dGLVbe3esu84YLF63AioWR50y0OPgrzeQ6JkcbOQychWNP~IaQk8OKesR~kRem281tQCLA6l7mwSZCWDFkOdCHeZJIuItL7v8fD2wo37LGLQKeFXLxTiniKWRMTsrKU0ksgh7FauOE-wpTlFuONMpn6uLWxV-oOB7sImGNC23-0XCvKsNZl66Ez8VfByNhrIWzSig~WScfrEdKqRmMPpHpvJhkzwzRYg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2014
"Connie Nielsen,Joaquin Phoenix,Russell Crowe","United States,United Kingdom,Malta,Morocco",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"Action,Adventure,Drama",English,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",The Gladiators,R,8.5,155,Gladiator,https://www.imdb.com/video/vi2628367897/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2628367897/1434659607842-pgv4ql-1473794595177.mp4?Expires=1682016307&Signature=BQVkIX5h6EfQ~RPlUG0KJ6fP1xRIGkq2q3kIEVGguEx8CqlMbz7P5Tb9FVNYrWwIt4zeAu5fp1OInx-rAOiUnjuZVxpqF0ALlD1mwubg-nuVhrMffiV8uNsykrGyMeO4kEGeXJR9Y846qHPn8cmOCxBqOjxRioctTpE46D1t3sH4QnAC7mhSo9BUCVfE7M12b6iPT2nRKFgAv8bvaHBUD7Qq6w1-hAlw5CqSj0MPNMK0cOps-Ozoxhk9Crjkveb8ZhRvr59dDB48ivGs1SSVqGCCb70AezWsAf3faUa8IEApKP66wYXgV4OUAANY3bpethtOzzB9yvdYlt-pBgpKHA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2000
